Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
4620,advanced_player,0.084,0.279,0.637
4630,random_player,0.526,0.2,0.274
4630,moderate_player,0.082,0.309,0.609
4630,advanced_player,0.12,0.262,0.618
4640,random_player,0.529,0.223,0.248
4640,moderate_player,0.083,0.301,0.616
4640,advanced_player,0.097,0.259,0.644
4650,random_player,0.573,0.174,0.253
4650,moderate_player,0.089,0.316,0.595
4650,advanced_player,0.093,0.269,0.638
4660,random_player,0.567,0.161,0.272
4660,moderate_player,0.076,0.329,0.595
4660,advanced_player,0.096,0.273,0.631
4670,random_player,0.569,0.177,0.254
4670,moderate_player,0.095,0.326,0.579
4670,advanced_player,0.109,0.259,0.632
4680,random_player,0.55,0.199,0.251
4680,moderate_player,0.075,0.306,0.619
4680,advanced_player,0.097,0.282,0.621
4690,random_player,0.563,0.176,0.261
4690,moderate_player,0.079,0.331,0.59
4690,advanced_player,0.103,0.283,0.614
4700,random_player,0.582,0.18,0.238
4700,moderate_player,0.072,0.323,0.605
4700,advanced_player,0.087,0.294,0.619
4710,random_player,0.59,0.162,0.248
4710,moderate_player,0.077,0.318,0.605
4710,advanced_player,0.09,0.288,0.622
4720,random_player,0.565,0.174,0.261
4720,moderate_player,0.083,0.322,0.595
4720,advanced_player,0.099,0.288,0.613
4730,random_player,0.57,0.174,0.256
4730,moderate_player,0.08,0.311,0.609
4730,advanced_player,0.101,0.276,0.623
4740,random_player,0.592,0.181,0.227
4740,moderate_player,0.078,0.3,0.622
4740,advanced_player,0.112,0.263,0.625
4750,random_player,0.591,0.185,0.224
4750,moderate_player,0.09,0.302,0.608
4750,advanced_player,0.106,0.28,0.614
4760,random_player,0.613,0.152,0.235
4760,moderate_player,0.077,0.347,0.576
4760,advanced_player,0.088,0.297,0.615
4770,random_player,0.572,0.185,0.243
4770,moderate_player,0.081,0.336,0.583
4770,advanced_player,0.09,0.299,0.611
4780,random_player,0.566,0.174,0.26
4780,moderate_player,0.084,0.324,0.592
4780,advanced_player,0.096,0.282,0.622
4790,random_player,0.606,0.169,0.225
4790,moderate_player,0.087,0.314,0.599
4790,advanced_player,0.091,0.31,0.599
4800,random_player,0.579,0.173,0.248
4800,moderate_player,0.08,0.341,0.579
4800,advanced_player,0.1,0.282,0.618
4810,random_player,0.596,0.177,0.227
4810,moderate_player,0.085,0.315,0.6
4810,advanced_player,0.088,0.321,0.591
4820,random_player,0.568,0.177,0.255
4820,moderate_player,0.064,0.347,0.589
4820,advanced_player,0.104,0.295,0.601
4830,random_player,0.571,0.184,0.245
4830,moderate_player,0.087,0.3,0.613
4830,advanced_player,0.105,0.273,0.622
4840,random_player,0.576,0.163,0.261
4840,moderate_player,0.095,0.299,0.606
4840,advanced_player,0.107,0.295,0.598
4850,random_player,0.558,0.208,0.234
4850,moderate_player,0.079,0.298,0.623
4850,advanced_player,0.104,0.305,0.591
4860,random_player,0.557,0.183,0.26
4860,moderate_player,0.077,0.318,0.605
4860,advanced_player,0.097,0.285,0.618
4870,random_player,0.57,0.191,0.239
4870,moderate_player,0.093,0.304,0.603
4870,advanced_player,0.114,0.28,0.606
4880,random_player,0.556,0.195,0.249
4880,moderate_player,0.081,0.311,0.608
4880,advanced_player,0.102,0.282,0.616
4890,random_player,0.552,0.197,0.251
4890,moderate_player,0.087,0.284,0.629
4890,advanced_player,0.096,0.294,0.61
4900,random_player,0.545,0.19,0.265
4900,moderate_player,0.081,0.318,0.601
4900,advanced_player,0.095,0.301,0.604
4910,random_player,0.553,0.192,0.255
4910,moderate_player,0.077,0.319,0.604
4910,advanced_player,0.108,0.268,0.624
4920,random_player,0.547,0.202,0.251
4920,moderate_player,0.096,0.294,0.61
4920,advanced_player,0.092,0.307,0.601
4930,random_player,0.561,0.192,0.247
4930,moderate_player,0.076,0.3,0.624
4930,advanced_player,0.092,0.289,0.619
4940,random_player,0.558,0.195,0.247
4940,moderate_player,0.09,0.289,0.621
4940,advanced_player,0.085,0.276,0.639
4950,random_player,0.566,0.192,0.242
4950,moderate_player,0.064,0.304,0.632
4950,advanced_player,0.105,0.273,0.622
4960,random_player,0.558,0.168,0.274
4960,moderate_player,0.085,0.319,0.596
4960,advanced_player,0.104,0.292,0.604
4970,random_player,0.569,0.199,0.232
4970,moderate_player,0.098,0.294,0.608
4970,advanced_player,0.092,0.288,0.62
4980,random_player,0.564,0.2,0.236
4980,moderate_player,0.088,0.309,0.603
4980,advanced_player,0.096,0.292,0.612
4990,random_player,0.574,0.19,0.236
4990,moderate_player,0.082,0.313,0.605
4990,advanced_player,0.107,0.281,0.612
5000,random_player,0.566,0.193,0.241
5000,moderate_player,0.082,0.296,0.622
5000,advanced_player,0.101,0.28,0.619
5010,random_player,0.58,0.186,0.234
5010,moderate_player,0.093,0.31,0.597
5010,advanced_player,0.105,0.269,0.626
5020,random_player,0.565,0.19,0.245
5020,moderate_player,0.091,0.323,0.586
5020,advanced_player,0.103,0.276,0.621
5030,random_player,0.562,0.203,0.235
5030,moderate_player,0.088,0.301,0.611
5030,advanced_player,0.109,0.28,0.611
5040,random_player,0.552,0.203,0.245
5040,moderate_player,0.092,0.318,0.59
5040,advanced_player,0.104,0.269,0.627
5050,random_player,0.599,0.191,0.21
5050,moderate_player,0.096,0.339,0.565
5050,advanced_player,0.098,0.29,0.612
5060,random_player,0.581,0.196,0.223
5060,moderate_player,0.078,0.322,0.6
5060,advanced_player,0.11,0.271,0.619
5070,random_player,0.599,0.161,0.24
5070,moderate_player,0.089,0.304,0.607
5070,advanced_player,0.087,0.306,0.607
5080,random_player,0.602,0.171,0.227
5080,moderate_player,0.087,0.32,0.593
5080,advanced_player,0.103,0.272,0.625
5090,random_player,0.613,0.17,0.217
5090,moderate_player,0.088,0.307,0.605
5090,advanced_player,0.095,0.282,0.623
5100,random_player,0.584,0.189,0.227
5100,moderate_player,0.086,0.292,0.622
5100,advanced_player,0.1,0.288,0.612
5110,random_player,0.601,0.175,0.224
5110,moderate_player,0.092,0.306,0.602
5110,advanced_player,0.096,0.284,0.62
5120,random_player,0.602,0.181,0.217
5120,moderate_player,0.09,0.32,0.59
5120,advanced_player,0.094,0.294,0.612
5130,random_player,0.612,0.165,0.223
5130,moderate_player,0.082,0.292,0.626
5130,advanced_player,0.118,0.256,0.626
5140,random_player,0.602,0.185,0.213
5140,moderate_player,0.086,0.321,0.593
5140,advanced_player,0.119,0.267,0.614
5150,random_player,0.606,0.175,0.219
5150,moderate_player,0.1,0.313,0.587
5150,advanced_player,0.098,0.311,0.591
5160,random_player,0.599,0.178,0.223
5160,moderate_player,0.085,0.315,0.6
5160,advanced_player,0.103,0.298,0.599
5170,random_player,0.583,0.169,0.248
5170,moderate_player,0.087,0.283,0.63
5170,advanced_player,0.103,0.283,0.614
5180,random_player,0.615,0.158,0.227
5180,moderate_player,0.086,0.326,0.588
5180,advanced_player,0.091,0.269,0.64
5190,random_player,0.592,0.178,0.23
5190,moderate_player,0.089,0.308,0.603
5190,advanced_player,0.103,0.283,0.614
5200,random_player,0.608,0.152,0.24
5200,moderate_player,0.099,0.319,0.582
5200,advanced_player,0.098,0.275,0.627
5210,random_player,0.575,0.185,0.24
5210,moderate_player,0.083,0.314,0.603
5210,advanced_player,0.103,0.298,0.599
5220,random_player,0.575,0.192,0.233
5220,moderate_player,0.091,0.328,0.581
5220,advanced_player,0.095,0.272,0.633
5230,random_player,0.57,0.19,0.24
5230,moderate_player,0.094,0.301,0.605
5230,advanced_player,0.078,0.29,0.632
5240,random_player,0.566,0.195,0.239
5240,moderate_player,0.103,0.311,0.586
5240,advanced_player,0.107,0.276,0.617
5250,random_player,0.576,0.19,0.234
5250,moderate_player,0.097,0.29,0.613
5250,advanced_player,0.109,0.285,0.606
5260,random_player,0.579,0.197,0.224
5260,moderate_player,0.101,0.296,0.603
5260,advanced_player,0.101,0.268,0.631
5270,random_player,0.563,0.199,0.238
5270,moderate_player,0.101,0.295,0.604
5270,advanced_player,0.109,0.291,0.6
5280,random_player,0.56,0.201,0.239
5280,moderate_player,0.109,0.286,0.605
5280,advanced_player,0.113,0.273,0.614
5290,random_player,0.567,0.18,0.253
5290,moderate_player,0.096,0.283,0.621
5290,advanced_player,0.097,0.3,0.603
5300,random_player,0.567,0.188,0.245
5300,moderate_player,0.089,0.312,0.599
5300,advanced_player,0.107,0.267,0.626
5310,random_player,0.589,0.199,0.212
5310,moderate_player,0.103,0.296,0.601
5310,advanced_player,0.114,0.263,0.623
5320,random_player,0.581,0.167,0.252
5320,moderate_player,0.099,0.276,0.625
5320,advanced_player,0.096,0.275,0.629
5330,random_player,0.562,0.177,0.261
5330,moderate_player,0.093,0.277,0.63
5330,advanced_player,0.107,0.284,0.609
5340,random_player,0.554,0.186,0.26
5340,moderate_player,0.104,0.287,0.609
5340,advanced_player,0.105,0.275,0.62
5350,random_player,0.54,0.18,0.28
5350,moderate_player,0.094,0.284,0.622
5350,advanced_player,0.099,0.287,0.614
5360,random_player,0.593,0.17,0.237
5360,moderate_player,0.099,0.296,0.605
5360,advanced_player,0.122,0.288,0.59
5370,random_player,0.555,0.193,0.252
5370,moderate_player,0.088,0.303,0.609
5370,advanced_player,0.1,0.284,0.616
5380,random_player,0.571,0.169,0.26
5380,moderate_player,0.117,0.303,0.58
5380,advanced_player,0.107,0.285,0.608
5390,random_player,0.557,0.189,0.254
5390,moderate_player,0.095,0.303,0.602
5390,advanced_player,0.102,0.299,0.599
5400,random_player,0.59,0.164,0.246
5400,moderate_player,0.098,0.311,0.591
5400,advanced_player,0.095,0.301,0.604
5410,random_player,0.551,0.199,0.25
5410,moderate_player,0.099,0.305,0.596
5410,advanced_player,0.108,0.285,0.607
5420,random_player,0.548,0.185,0.267
5420,moderate_player,0.092,0.28,0.628
5420,advanced_player,0.096,0.277,0.627
5430,random_player,0.547,0.208,0.245
5430,moderate_player,0.105,0.292,0.603
5430,advanced_player,0.098,0.285,0.617
5440,random_player,0.579,0.174,0.247
5440,moderate_player,0.091,0.302,0.607
5440,advanced_player,0.109,0.267,0.624
5450,random_player,0.582,0.178,0.24
5450,moderate_player,0.092,0.301,0.607
5450,advanced_player,0.118,0.29,0.592
5460,random_player,0.546,0.181,0.273
5460,moderate_player,0.085,0.304,0.611
5460,advanced_player,0.112,0.29,0.598
5470,random_player,0.565,0.173,0.262
5470,moderate_player,0.105,0.312,0.583
5470,advanced_player,0.107,0.288,0.605
5480,random_player,0.566,0.173,0.261
5480,moderate_player,0.095,0.289,0.616
5480,advanced_player,0.107,0.295,0.598
5490,random_player,0.556,0.166,0.278
5490,moderate_player,0.099,0.303,0.598
5490,advanced_player,0.106,0.295,0.599
5500,random_player,0.583,0.173,0.244
5500,moderate_player,0.08,0.302,0.618
5500,advanced_player,0.119,0.29,0.591
5510,random_player,0.579,0.164,0.257
5510,moderate_player,0.091,0.299,0.61
5510,advanced_player,0.1,0.289,0.611
5520,random_player,0.597,0.164,0.239
5520,moderate_player,0.09,0.292,0.618
5520,advanced_player,0.09,0.313,0.597
5530,random_player,0.581,0.168,0.251
5530,moderate_player,0.109,0.308,0.583
5530,advanced_player,0.113,0.283,0.604
5540,random_player,0.576,0.161,0.263
5540,moderate_player,0.127,0.298,0.575
5540,advanced_player,0.096,0.291,0.613
5550,random_player,0.564,0.162,0.274
5550,moderate_player,0.103,0.295,0.602
5550,advanced_player,0.101,0.289,0.61
5560,random_player,0.571,0.166,0.263
5560,moderate_player,0.111,0.304,0.585
5560,advanced_player,0.104,0.296,0.6
5570,random_player,0.602,0.143,0.255
5570,moderate_player,0.108,0.316,0.576
5570,advanced_player,0.118,0.275,0.607
5580,random_player,0.582,0.169,0.249
5580,moderate_player,0.107,0.307,0.586
5580,advanced_player,0.115,0.284,0.601
5590,random_player,0.598,0.153,0.249
5590,moderate_player,0.106,0.293,0.601
5590,advanced_player,0.132,0.269,0.599
5600,random_player,0.6,0.14,0.26
5600,moderate_player,0.098,0.319,0.583
5600,advanced_player,0.109,0.273,0.618
5610,random_player,0.574,0.174,0.252
5610,moderate_player,0.119,0.305,0.576
5610,advanced_player,0.125,0.291,0.584
5620,random_player,0.588,0.168,0.244
5620,moderate_player,0.103,0.324,0.573
5620,advanced_player,0.107,0.275,0.618
5630,random_player,0.588,0.161,0.251
5630,moderate_player,0.108,0.306,0.586
5630,advanced_player,0.111,0.296,0.593
5640,random_player,0.59,0.172,0.238
5640,moderate_player,0.098,0.294,0.608
5640,advanced_player,0.101,0.281,0.618
5650,random_player,0.581,0.159,0.26
5650,moderate_player,0.105,0.326,0.569
5650,advanced_player,0.104,0.295,0.601
5660,random_player,0.589,0.134,0.277
5660,moderate_player,0.11,0.311,0.579
5660,advanced_player,0.112,0.289,0.599
5670,random_player,0.613,0.145,0.242
5670,moderate_player,0.106,0.298,0.596
5670,advanced_player,0.089,0.272,0.639
5680,random_player,0.584,0.179,0.237
5680,moderate_player,0.105,0.311,0.584
5680,advanced_player,0.103,0.275,0.622
5690,random_player,0.581,0.161,0.258
5690,moderate_player,0.093,0.293,0.614
5690,advanced_player,0.099,0.28,0.621
5700,random_player,0.57,0.168,0.262
5700,moderate_player,0.124,0.291,0.585
5700,advanced_player,0.093,0.289,0.618
5710,random_player,0.593,0.148,0.259
5710,moderate_player,0.093,0.336,0.571
5710,advanced_player,0.1,0.282,0.618
5720,random_player,0.594,0.169,0.237
5720,moderate_player,0.094,0.315,0.591
5720,advanced_player,0.115,0.268,0.617
5730,random_player,0.557,0.197,0.246
5730,moderate_player,0.092,0.324,0.584
5730,advanced_player,0.106,0.284,0.61
5740,random_player,0.581,0.171,0.248
5740,moderate_player,0.106,0.281,0.613
5740,advanced_player,0.109,0.273,0.618
5750,random_player,0.601,0.157,0.242
5750,moderate_player,0.108,0.287,0.605
5750,advanced_player,0.091,0.28,0.629
5760,random_player,0.558,0.199,0.243
5760,moderate_player,0.103,0.292,0.605
5760,advanced_player,0.107,0.279,0.614
5770,random_player,0.561,0.197,0.242
5770,moderate_player,0.095,0.283,0.622
5770,advanced_player,0.109,0.244,0.647
5780,random_player,0.588,0.185,0.227
5780,moderate_player,0.096,0.294,0.61
5780,advanced_player,0.119,0.27,0.611
5790,random_player,0.537,0.204,0.259
5790,moderate_player,0.106,0.257,0.637
5790,advanced_player,0.109,0.227,0.664
5800,random_player,0.543,0.212,0.245
5800,moderate_player,0.101,0.265,0.634
5800,advanced_player,0.121,0.226,0.653
5810,random_player,0.554,0.204,0.242
5810,moderate_player,0.091,0.268,0.641
5810,advanced_player,0.106,0.235,0.659
5820,random_player,0.533,0.225,0.242
5820,moderate_player,0.114,0.267,0.619
5820,advanced_player,0.095,0.235,0.67
5830,random_player,0.527,0.231,0.242
5830,moderate_player,0.094,0.286,0.62
5830,advanced_player,0.112,0.232,0.656
5840,random_player,0.514,0.234,0.252
5840,moderate_player,0.094,0.274,0.632
5840,advanced_player,0.108,0.235,0.657
5850,random_player,0.522,0.227,0.251
5850,moderate_player,0.097,0.258,0.645
5850,advanced_player,0.101,0.252,0.647
5860,random_player,0.506,0.243,0.251
5860,moderate_player,0.086,0.272,0.642
5860,advanced_player,0.101,0.243,0.656
5870,random_player,0.508,0.233,0.259
5870,moderate_player,0.09,0.274,0.636
5870,advanced_player,0.094,0.27,0.636
5880,random_player,0.509,0.244,0.247
5880,moderate_player,0.085,0.242,0.673
5880,advanced_player,0.095,0.249,0.656
5890,random_player,0.513,0.247,0.24
5890,moderate_player,0.11,0.268,0.622
5890,advanced_player,0.092,0.261,0.647
5900,random_player,0.514,0.246,0.24
5900,moderate_player,0.1,0.254,0.646
5900,advanced_player,0.113,0.242,0.645
5910,random_player,0.531,0.227,0.242
5910,moderate_player,0.081,0.267,0.652
5910,advanced_player,0.102,0.224,0.674
5920,random_player,0.526,0.231,0.243
5920,moderate_player,0.089,0.274,0.637
5920,advanced_player,0.106,0.249,0.645
5930,random_player,0.511,0.252,0.237
5930,moderate_player,0.085,0.266,0.649
5930,advanced_player,0.096,0.255,0.649
5940,random_player,0.5,0.245,0.255
5940,moderate_player,0.096,0.257,0.647
5940,advanced_player,0.111,0.239,0.65
5950,random_player,0.482,0.262,0.256
5950,moderate_player,0.073,0.272,0.655
5950,advanced_player,0.098,0.24,0.662
5960,random_player,0.52,0.216,0.264
5960,moderate_player,0.08,0.26,0.66
5960,advanced_player,0.097,0.246,0.657
5970,random_player,0.542,0.213,0.245
5970,moderate_player,0.088,0.245,0.667
5970,advanced_player,0.093,0.243,0.664
5980,random_player,0.515,0.21,0.275
5980,moderate_player,0.097,0.252,0.651
5980,advanced_player,0.097,0.23,0.673
5990,random_player,0.529,0.2,0.271
5990,moderate_player,0.09,0.246,0.664
5990,advanced_player,0.11,0.225,0.665
6000,random_player,0.499,0.206,0.295
6000,moderate_player,0.084,0.275,0.641
6000,advanced_player,0.121,0.248,0.631
6010,random_player,0.531,0.151,0.318
6010,moderate_player,0.094,0.252,0.654
6010,advanced_player,0.084,0.245,0.671
6020,random_player,0.531,0.174,0.295
6020,moderate_player,0.101,0.252,0.647
6020,advanced_player,0.125,0.209,0.666
6030,random_player,0.527,0.182,0.291
6030,moderate_player,0.097,0.245,0.658
6030,advanced_player,0.1,0.234,0.666
6040,random_player,0.552,0.163,0.285
6040,moderate_player,0.091,0.253,0.656
6040,advanced_player,0.104,0.23,0.666
6050,random_player,0.52,0.18,0.3
6050,moderate_player,0.083,0.261,0.656
6050,advanced_player,0.112,0.229,0.659
6060,random_player,0.534,0.169,0.297
6060,moderate_player,0.089,0.26,0.651
6060,advanced_player,0.104,0.237,0.659
6070,random_player,0.529,0.189,0.282
6070,moderate_player,0.076,0.269,0.655
6070,advanced_player,0.111,0.227,0.662
6080,random_player,0.536,0.155,0.309
6080,moderate_player,0.1,0.286,0.614
6080,advanced_player,0.118,0.221,0.661
6090,random_player,0.526,0.166,0.308
6090,moderate_player,0.096,0.25,0.654
6090,advanced_player,0.114,0.232,0.654
6100,random_player,0.541,0.162,0.297
6100,moderate_player,0.086,0.26,0.654
6100,advanced_player,0.116,0.231,0.653
6110,random_player,0.519,0.172,0.309
6110,moderate_player,0.078,0.257,0.665
6110,advanced_player,0.114,0.216,0.67
6120,random_player,0.52,0.177,0.303
6120,moderate_player,0.096,0.263,0.641
6120,advanced_player,0.101,0.258,0.641
6130,random_player,0.557,0.174,0.269
6130,moderate_player,0.073,0.274,0.653
6130,advanced_player,0.115,0.227,0.658
6140,random_player,0.52,0.169,0.311
6140,moderate_player,0.099,0.24,0.661
6140,advanced_player,0.095,0.245,0.66
6150,random_player,0.546,0.146,0.308
6150,moderate_player,0.09,0.257,0.653
6150,advanced_player,0.099,0.231,0.67
6160,random_player,0.521,0.172,0.307
6160,moderate_player,0.092,0.253,0.655
6160,advanced_player,0.114,0.217,0.669
6170,random_player,0.526,0.168,0.306
6170,moderate_player,0.106,0.243,0.651
6170,advanced_player,0.101,0.23,0.669
6180,random_player,0.517,0.147,0.336
6180,moderate_player,0.089,0.257,0.654
6180,advanced_player,0.096,0.229,0.675
6190,random_player,0.529,0.148,0.323
6190,moderate_player,0.094,0.227,0.679
6190,advanced_player,0.133,0.222,0.645
6200,random_player,0.528,0.159,0.313
6200,moderate_player,0.08,0.252,0.668
6200,advanced_player,0.109,0.235,0.656
6210,random_player,0.542,0.156,0.302
6210,moderate_player,0.076,0.232,0.692
6210,advanced_player,0.109,0.216,0.675
6220,random_player,0.534,0.144,0.322
6220,moderate_player,0.091,0.26,0.649
6220,advanced_player,0.13,0.214,0.656
6230,random_player,0.508,0.175,0.317
6230,moderate_player,0.092,0.235,0.673
6230,advanced_player,0.096,0.21,0.694
6240,random_player,0.532,0.148,0.32
6240,moderate_player,0.087,0.242,0.671
6240,advanced_player,0.114,0.209,0.677
6250,random_player,0.532,0.157,0.311
6250,moderate_player,0.084,0.255,0.661
6250,advanced_player,0.124,0.213,0.663
6260,random_player,0.517,0.151,0.332
6260,moderate_player,0.097,0.241,0.662
6260,advanced_player,0.109,0.202,0.689
6270,random_player,0.526,0.161,0.313
6270,moderate_player,0.088,0.237,0.675
6270,advanced_player,0.106,0.203,0.691
6280,random_player,0.537,0.128,0.335
6280,moderate_player,0.088,0.273,0.639
6280,advanced_player,0.112,0.213,0.675
6290,random_player,0.519,0.164,0.317
6290,moderate_player,0.083,0.247,0.67
6290,advanced_player,0.097,0.229,0.674
6300,random_player,0.553,0.148,0.299
6300,moderate_player,0.084,0.241,0.675
6300,advanced_player,0.088,0.23,0.682
6310,random_player,0.536,0.136,0.328
6310,moderate_player,0.103,0.244,0.653
6310,advanced_player,0.093,0.218,0.689
6320,random_player,0.506,0.152,0.342
6320,moderate_player,0.096,0.221,0.683
6320,advanced_player,0.109,0.197,0.694
6330,random_player,0.522,0.159,0.319
6330,moderate_player,0.099,0.249,0.652
6330,advanced_player,0.121,0.215,0.664
6340,random_player,0.541,0.14,0.319
6340,moderate_player,0.098,0.245,0.657
6340,advanced_player,0.099,0.211,0.69
6350,random_player,0.513,0.139,0.348
6350,moderate_player,0.086,0.275,0.639
6350,advanced_player,0.114,0.195,0.691
6360,random_player,0.525,0.152,0.323
6360,moderate_player,0.094,0.244,0.662
6360,advanced_player,0.085,0.227,0.688
6370,random_player,0.511,0.176,0.313
6370,moderate_player,0.096,0.221,0.683
6370,advanced_player,0.109,0.212,0.679
6380,random_player,0.51,0.174,0.316
6380,moderate_player,0.071,0.273,0.656
6380,advanced_player,0.109,0.195,0.696
6390,random_player,0.524,0.139,0.337
6390,moderate_player,0.085,0.24,0.675
6390,advanced_player,0.101,0.229,0.67
6400,random_player,0.539,0.145,0.316
6400,moderate_player,0.094,0.239,0.667
6400,advanced_player,0.132,0.175,0.693
6410,random_player,0.515,0.148,0.337
6410,moderate_player,0.086,0.226,0.688
6410,advanced_player,0.151,0.166,0.683
6420,random_player,0.549,0.146,0.305
6420,moderate_player,0.09,0.247,0.663
6420,advanced_player,0.14,0.164,0.696
6430,random_player,0.54,0.159,0.301
6430,moderate_player,0.11,0.244,0.646
6430,advanced_player,0.15,0.205,0.645
6440,random_player,0.533,0.163,0.304
6440,moderate_player,0.098,0.212,0.69
6440,advanced_player,0.123,0.211,0.666
6450,random_player,0.523,0.142,0.335
6450,moderate_player,0.112,0.227,0.661
6450,advanced_player,0.125,0.197,0.678
6460,random_player,0.582,0.141,0.277
6460,moderate_player,0.095,0.22,0.685
6460,advanced_player,0.14,0.21,0.65
6470,random_player,0.499,0.165,0.336
6470,moderate_player,0.081,0.246,0.673
6470,advanced_player,0.144,0.227,0.629
6480,random_player,0.524,0.175,0.301
6480,moderate_player,0.098,0.21,0.692
6480,advanced_player,0.126,0.201,0.673
6490,random_player,0.526,0.153,0.321
6490,moderate_player,0.101,0.219,0.68
6490,advanced_player,0.123,0.205,0.672
6500,random_player,0.54,0.145,0.315
6500,moderate_player,0.1,0.215,0.685
6500,advanced_player,0.145,0.19,0.665
6510,random_player,0.551,0.154,0.295
6510,moderate_player,0.091,0.24,0.669
6510,advanced_player,0.147,0.2,0.653
6520,random_player,0.532,0.149,0.319
6520,moderate_player,0.09,0.254,0.656
6520,advanced_player,0.121,0.214,0.665
6530,random_player,0.504,0.157,0.339
6530,moderate_player,0.11,0.234,0.656
6530,advanced_player,0.137,0.205,0.658
6540,random_player,0.537,0.15,0.313
6540,moderate_player,0.104,0.23,0.666
6540,advanced_player,0.137,0.199,0.664
6550,random_player,0.529,0.156,0.315
6550,moderate_player,0.097,0.246,0.657
6550,advanced_player,0.13,0.185,0.685
6560,random_player,0.549,0.164,0.287
6560,moderate_player,0.109,0.223,0.668
6560,advanced_player,0.121,0.217,0.662
6570,random_player,0.513,0.196,0.291
6570,moderate_player,0.091,0.229,0.68
6570,advanced_player,0.14,0.201,0.659
6580,random_player,0.544,0.158,0.298
6580,moderate_player,0.094,0.253,0.653
6580,advanced_player,0.129,0.206,0.665
6590,random_player,0.523,0.188,0.289
6590,moderate_player,0.081,0.269,0.65
6590,advanced_player,0.107,0.265,0.628
6600,random_player,0.543,0.168,0.289
6600,moderate_player,0.088,0.268,0.644
6600,advanced_player,0.102,0.246,0.652
6610,random_player,0.539,0.198,0.263
6610,moderate_player,0.078,0.25,0.672
6610,advanced_player,0.099,0.252,0.649
6620,random_player,0.505,0.213,0.282
6620,moderate_player,0.08,0.285,0.635
6620,advanced_player,0.109,0.253,0.638
6630,random_player,0.538,0.201,0.261
6630,moderate_player,0.075,0.263,0.662
6630,advanced_player,0.089,0.275,0.636
6640,random_player,0.51,0.214,0.276
6640,moderate_player,0.102,0.218,0.68
6640,advanced_player,0.11,0.228,0.662
6650,random_player,0.513,0.196,0.291
6650,moderate_player,0.108,0.218,0.674
6650,advanced_player,0.106,0.259,0.635
6660,random_player,0.518,0.209,0.273
6660,moderate_player,0.101,0.238,0.661
6660,advanced_player,0.089,0.269,0.642
6670,random_player,0.497,0.217,0.286
6670,moderate_player,0.091,0.244,0.665
6670,advanced_player,0.092,0.239,0.669
6680,random_player,0.503,0.222,0.275
6680,moderate_player,0.086,0.218,0.696
6680,advanced_player,0.117,0.248,0.635
6690,random_player,0.514,0.215,0.271
6690,moderate_player,0.101,0.242,0.657
6690,advanced_player,0.114,0.249,0.637
6700,random_player,0.527,0.222,0.251
6700,moderate_player,0.106,0.229,0.665
6700,advanced_player,0.11,0.223,0.667
6710,random_player,0.519,0.231,0.25
6710,moderate_player,0.106,0.234,0.66
6710,advanced_player,0.139,0.228,0.633
6720,random_player,0.512,0.207,0.281
6720,moderate_player,0.094,0.252,0.654
6720,advanced_player,0.103,0.234,0.663
6730,random_player,0.499,0.247,0.254
6730,moderate_player,0.1,0.245,0.655
6730,advanced_player,0.112,0.236,0.652
6740,random_player,0.501,0.253,0.246
6740,moderate_player,0.093,0.251,0.656
6740,advanced_player,0.12,0.238,0.642
6750,random_player,0.505,0.236,0.259
6750,moderate_player,0.1,0.216,0.684
6750,advanced_player,0.124,0.228,0.648
6760,random_player,0.509,0.226,0.265
6760,moderate_player,0.106,0.238,0.656
6760,advanced_player,0.119,0.221,0.66
6770,random_player,0.493,0.234,0.273
6770,moderate_player,0.095,0.247,0.658
6770,advanced_player,0.125,0.222,0.653
6780,random_player,0.518,0.227,0.255
6780,moderate_player,0.086,0.249,0.665
6780,advanced_player,0.121,0.24,0.639
6790,random_player,0.495,0.244,0.261
6790,moderate_player,0.093,0.249,0.658
6790,advanced_player,0.114,0.218,0.668
6800,random_player,0.52,0.234,0.246
6800,moderate_player,0.114,0.219,0.667
6800,advanced_player,0.108,0.23,0.662
6810,random_player,0.508,0.224,0.268
6810,moderate_player,0.086,0.239,0.675
6810,advanced_player,0.125,0.234,0.641
6820,random_player,0.513,0.225,0.262
6820,moderate_player,0.104,0.236,0.66
6820,advanced_player,0.114,0.248,0.638
6830,random_player,0.518,0.237,0.245
6830,moderate_player,0.11,0.24,0.65
6830,advanced_player,0.097,0.25,0.653
6840,random_player,0.529,0.23,0.241
6840,moderate_player,0.093,0.239,0.668
6840,advanced_player,0.113,0.228,0.659
6850,random_player,0.515,0.206,0.279
6850,moderate_player,0.097,0.234,0.669
6850,advanced_player,0.11,0.238,0.652
6860,random_player,0.528,0.209,0.263
6860,moderate_player,0.095,0.246,0.659
6860,advanced_player,0.128,0.218,0.654
6870,random_player,0.517,0.228,0.255
6870,moderate_player,0.075,0.227,0.698
6870,advanced_player,0.111,0.247,0.642
6880,random_player,0.524,0.226,0.25
6880,moderate_player,0.094,0.245,0.661
6880,advanced_player,0.111,0.235,0.654
6890,random_player,0.519,0.23,0.251
6890,moderate_player,0.093,0.241,0.666
6890,advanced_player,0.11,0.231,0.659
6900,random_player,0.496,0.22,0.284
6900,moderate_player,0.105,0.256,0.639
6900,advanced_player,0.148,0.2,0.652
6910,random_player,0.487,0.237,0.276
